<! Entity=500kV木里变RCS-992稳控装置 type=安控策略 time=CURRENT_TIME version='1.0.0' !> 
<WARMAP_SCSDECI::500kV木里变RCS-992稳控装置 type=安控策略>                
@ scsdeci_id  scsdev_name          scsdeci_desc                                                    decitype deciturn turnrelation scs_opmode       cont_fmlid                 judge_fmlid        ctlstep scsact_level priorityrule ctrldeci scsdeci_cont  
# 158    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率送出第2档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第三组策略P2)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第三组策略P3)&&p(木里变_里月双回线断面)>0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第三组策略PLQ2)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第三组策略解列2)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第三组策略全切2)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第三组策略全切2) null  
# 159    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率送出第3档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第三组策略P3)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第三组策略P4)&&p(木里变_里月双回线断面)>0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第三组策略PLQ3)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第三组策略解列3)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第三组策略全切3)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第三组策略全切3) null  
# 160    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率送出第4档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第三组策略P4)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第三组策略P5)&&p(木里变_里月双回线断面)>0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第三组策略PLQ4)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第三组策略解列4)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第三组策略全切4)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第三组策略全切4) null  
# 161    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率送出第5档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第三组策略P5)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第三组策略P6)&&p(木里变_里月双回线断面)>0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第三组策略PLQ5)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第三组策略解列5)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第三组策略全切5)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第三组策略全切5) null  
# 162    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率送出第6档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第三组策略P6)&&p(木里变_里月双回线断面)>0                                                0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第三组策略PLQ6)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第三组策略解列6)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第三组策略全切6)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第三组策略全切6) null  
# 163    500kV木里变RCS-992稳控装置 木里_里月一回单永特殊里月单回运行功率流入第1档跳闸策略            前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回单永故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第四组策略P1)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第四组策略P2)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第四组策略PLQ1)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第四组策略解列1)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切1)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切1) null  
# 164    500kV木里变RCS-992稳控装置 木里_里月一回单永特殊里月单回运行功率流入第2档跳闸策略            前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回单永故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第四组策略P2)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第四组策略P3)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第四组策略PLQ2)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第四组策略解列2)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切2)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切2) null  
# 165    500kV木里变RCS-992稳控装置 木里_里月一回单永特殊里月单回运行功率流入第3档跳闸策略            前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回单永故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第四组策略P3)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第四组策略P4)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第四组策略PLQ3)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第四组策略解列3)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切3)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切3) null  
# 166    500kV木里变RCS-992稳控装置 木里_里月一回单永特殊里月单回运行功率流入第4档跳闸策略            前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回单永故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第四组策略P4)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第四组策略P5)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第四组策略PLQ4)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第四组策略解列4)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切4)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切4) null  
# 167    500kV木里变RCS-992稳控装置 木里_里月一回单永特殊里月单回运行功率流入第5档跳闸策略            前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回单永故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第四组策略P5)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第四组策略P6)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第四组策略PLQ5)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第四组策略解列5)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切5)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切5) null  
# 168    500kV木里变RCS-992稳控装置 木里_里月一回单永特殊里月单回运行功率流入第6档跳闸策略            前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回单永故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第四组策略P6)&&p(木里变_里月双回线断面)<0                                                0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第四组策略PLQ6)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第四组策略解列6)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切6)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第四组策略全切6) null  
# 169    500kV木里变RCS-992稳控装置 木里_里月一回无故跳特殊里月单回运行功率流入第1档跳闸策略          前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回无故障跳闸   abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第五组策略P1)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第五组策略P2)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第五组策略PLQ1)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第五组策略解列1)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切1)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切1) null  
# 170    500kV木里变RCS-992稳控装置 木里_里月一回无故跳特殊里月单回运行功率流入第2档跳闸策略          前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回无故障跳闸   abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第五组策略P2)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第五组策略P3)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第五组策略PLQ2)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第五组策略解列2)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切2)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切2) null  
# 171    500kV木里变RCS-992稳控装置 木里_里月一回无故跳特殊里月单回运行功率流入第3档跳闸策略          前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回无故障跳闸   abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第五组策略P3)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第五组策略P4)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第五组策略PLQ3)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第五组策略解列3)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切3)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切3) null  
# 172    500kV木里变RCS-992稳控装置 木里_里月一回无故跳特殊里月单回运行功率流入第4档跳闸策略          前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回无故障跳闸   abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第五组策略P4)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第五组策略P5)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第五组策略PLQ4)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第五组策略解列4)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切4)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切4) null  
# 173    500kV木里变RCS-992稳控装置 木里_里月一回无故跳特殊里月单回运行功率流入第5档跳闸策略          前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回无故障跳闸   abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第五组策略P5)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第五组策略P6)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第五组策略PLQ5)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第五组策略解列5)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切5)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切5) null  
# 174    500kV木里变RCS-992稳控装置 木里_里月一回无故跳特殊里月单回运行功率流入第6档跳闸策略          前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回无故障跳闸   abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第五组策略P6)&&p(木里变_里月双回线断面)<0                                                0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第五组策略PLQ6)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第五组策略解列6)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切6)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第五组策略全切6) null  
# 175    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率流入第1档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第六组策略P1)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第六组策略P2)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第六组策略PLQ1)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第六组策略解列1)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切1)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切1) null  
# 176    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率流入第2档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第六组策略P2)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第六组策略P3)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第六组策略PLQ2)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第六组策略解列2)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切2)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切2) null  
# 177    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率流入第3档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第六组策略P3)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第六组策略P4)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第六组策略PLQ3)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第六组策略解列3)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切3)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切3) null  
# 178    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率流入第4档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第六组策略P4)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第六组策略P5)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第六组策略PLQ4)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第六组策略解列4)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切4)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切4) null  
# 179    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率流入第5档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第六组策略P5)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第六组策略P6)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第六组策略PLQ5)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第六组策略解列5)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切5)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切5) null  
# 180    500kV木里变RCS-992稳控装置 木里_里月一回相间故障特殊里月单回运行功率流入第6档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月一回相间故障     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第六组策略P6)&&p(木里变_里月双回线断面)<0                                                0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第六组策略PLQ6)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第六组策略解列6)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切6)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第六组策略全切6) null  
# 181    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率送出第1档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第七组策略P1)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第七组策略P2)&&p(木里变_里月双回线断面)>0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第七组策略PLQ1)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第七组策略解列1)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切1)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切1) null  
# 182    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率送出第2档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第七组策略P2)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第七组策略P3)&&p(木里变_里月双回线断面)>0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第七组策略PLQ2)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第七组策略解列2)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切2)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切2) null  
# 183    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率送出第3档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第七组策略P3)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第七组策略P4)&&p(木里变_里月双回线断面)>0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第七组策略PLQ3)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第七组策略解列3)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切3)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切3) null  
# 184    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率送出第4档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第七组策略P4)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第七组策略P5)&&p(木里变_里月双回线断面)>0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第七组策略PLQ4)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第七组策略解列4)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切4)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切4) null  
# 185    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率送出第5档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第七组策略P5)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第七组策略P6)&&p(木里变_里月双回线断面)>0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第七组策略PLQ5)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第七组策略解列5)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切5)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切5) null  
# 186    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率送出第6档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第七组策略P6)&&p(木里变_里月双回线断面)>0                                                0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第七组策略PLQ6)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第七组策略解列6)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切6)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第七组策略全切6) null  
# 187    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率流入第1档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第八组策略P1)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第八组策略P2)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第八组策略PLQ1)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第八组策略解列1)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切1)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切1) null  
# 188    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率流入第2档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第八组策略P2)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第八组策略P3)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第八组策略PLQ2)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第八组策略解列2)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切2)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切2) null  
# 189    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率流入第3档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第八组策略P3)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第八组策略P4)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第八组策略PLQ3)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第八组策略解列3)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切3)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切3) null  
# 190    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率流入第4档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第八组策略P4)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第八组策略P5)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第八组策略PLQ4)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第八组策略解列4)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切4)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切4) null  
# 191    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率流入第5档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第八组策略P5)&&abs(p(木里变_里月双回线断面))<stv(特殊方式里月单回定值.第八组策略P6)&&p(木里变_里月双回线断面)<0    0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第八组策略PLQ5)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第八组策略解列5)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切5)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切5) null  
# 192    500kV木里变RCS-992稳控装置 木里_里月单回三相跳闸特殊里月单回运行功率流入第6档跳闸策略        前馈     1         1            LY2_2特殊里月单回运行  木里变_里月单回三相跳闸     abs(p(木里变_里月双回线断面))>=stv(特殊方式里月单回定值.第八组策略P6)&&p(木里变_里月双回线断面)<0                                                0        1      1          木里按容量切电源线措施空间>=stv(特殊方式里月单回定值.第八组策略PLQ6)&&木里解列巴塘措施空间=stv(特殊方式里月单回定值.第八组策略解列6)&&木里全切本站并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切6)&&木里全切远方并网线措施空间=stv(特殊方式里月单回定值.第八组策略全切6) null  
# 193    500kV木里变RCS-992稳控装置 木里_一主变无故跳正常双主变运行功率上网第1档跳闸策略              前馈     1         1            ZB1_1正常双台主变运行  木里变_一主变无故障跳闸     abs(p(木里变_双主变断面))>=stv(双主变运行策略定值.第一组策略P1)&&abs(p(木里变_双主变断面))<stv(双主变运行策略定值.第一组策略P2)&&p(木里变_双主变断面)<0    0        1      1          木里主变按容量切电源线措施空间>=stv(双主变运行策略定值.第一组策略PLQ1)&&木里主变全切本站并网线措施空间=stv(双主变运行策略定值.第一组策略全切1) null  
# 194    500kV木里变RCS-992稳控装置 木里_一主变无故跳正常双主变运行功率上网第2档跳闸策略              前馈     1         1            ZB1_1正常双台主变运行  木里变_一主变无故障跳闸     abs(p(木里变_双主变断面))>=stv(双主变运行策略定值.第一组策略P2)&&abs(p(木里变_双主变断面))<stv(双主变运行策略定值.第一组策略P3)&&p(木里变_双主变断面)<0    0        1      1          木里主变按容量切电源线措施空间>=stv(双主变运行策略定值.第一组策略PLQ2)&&木里主变全切本站并网线措施空间=stv(双主变运行策略定值.第一组策略全切2) null  
# 195    500kV木里变RCS-992稳控装置 木里_一主变无故跳正常双主变运行功率上网第3档跳闸策略              前馈     1         1            ZB1_1正常双台主变运行  木里变_一主变无故障跳闸     abs(p(木里变_双主变断面))>=stv(双主变运行策略定值.第一组策略P3)&&abs(p(木里变_双主变断面))<stv(双主变运行策略定值.第一组策略P4)&&p(木里变_双主变断面)<0    0        1      1          木里主变按容量切电源线措施空间>=stv(双主变运行策略定值.第一组策略PLQ3)&&木里主变全切本站并网线措施空间=stv(双主变运行策略定值.第一组策略全切3) null  
# 196    500kV木里变RCS-992稳控装置 木里_一主变无故跳正常双主变运行功率上网第4档跳闸策略              前馈     1         1            ZB1_1正常双台主变运行  木里变_一主变无故障跳闸     abs(p(木里变_双主变断面))>=stv(双主变运行策略定值.第一组策略P4)&&abs(p(木里变_双主变断面))<stv(双主变运行策略定值.第一组策略P5)&&p(木里变_双主变断面)<0    0        1      1          木里主变按容量切电源线措施空间>=stv(双主变运行策略定值.第一组策略PLQ4)&&木里主变全切本站并网线措施空间=stv(双主变运行策略定值.第一组策略全切4) null  
